Mode,Amperometric i-t Curve,
556.1,0.01085,5.425
556.2,0.01087,5.435
556.3,0.01087,5.435
556.4,0.01086,5.43
556.5,0.01085,5.425
556.6,0.01085,5.425
556.7,0.01086,5.43
556.8,0.01086,5.43
556.9,0.01086,5.43
557,0.01086,5.43
557.1,0.01086,5.43
557.2,0.01086,5.43
557.3,0.01085,5.425
557.4,0.01085,5.425
557.5,0.01085,5.425
557.6,0.01086,5.43
557.7,0.01086,5.43
557.8,0.01086,5.43
557.9,0.01086,5.43
558,0.01086,5.43
558.1,0.01086,5.43
558.2,0.01085,5.425
558.3,0.01085,5.425
558.4,0.01085,5.425
558.5,0.01085,5.425
558.6,0.01086,5.43
558.7,0.01086,5.43
558.8,0.01085,5.425
558.9,0.01085,5.425
559,0.01085,5.425
559.1,0.01085,5.425
559.2,0.01085,5.425
559.3,0.01086,5.43
559.4,0.01086,5.43
559.5,0.01086,5.43
559.6,0.01086,5.43
559.7,0.01086,5.43
559.8,0.01085,5.425
559.9,0.01085,5.425
560,0.01085,5.425
560.1,0.01085,5.425
560.2,0.01085,5.425
560.3,0.01085,5.425
560.4,0.01085,5.425
560.5,0.01084,5.42
560.6,0.01084,5.42
560.7,0.01084,5.42
560.8,0.01084,5.42
560.9,0.01085,5.425
561,0.01085,5.425
561.1,0.01085,5.425
561.2,0.01085,5.425
561.3,0.01085,5.425
561.4,0.01085,5.425
561.5,0.01085,5.425
561.6,0.01086,5.43
561.7,0.01085,5.425
561.8,0.01085,5.425
561.9,0.01085,5.425
562,0.01085,5.425
562.1,0.01085,5.425
562.2,0.01085,5.425
562.3,0.01085,5.425
562.4,0.01085,5.425
562.5,0.01085,5.425
562.6,0.01086,5.43
562.7,0.01085,5.425
562.8,0.01085,5.425
562.9,0.01085,5.425
563,0.01085,5.425
563.1,0.01085,5.425
563.2,0.01084,5.42
563.3,0.01084,5.42
563.4,0.01084,5.42
563.5,0.01085,5.425
563.6,0.01086,5.43
563.7,0.01085,5.425
563.8,0.01084,5.42
563.9,0.01084,5.42
564,0.01084,5.42
564.1,0.01083,5.415
564.2,0.01085,5.425
564.3,0.01085,5.425
564.4,0.01084,5.42
564.5,0.01084,5.42
564.6,0.01085,5.425
564.7,0.01085,5.425
564.8,0.01085,5.425
564.9,0.01085,5.425
565,0.01085,5.425
565.1,0.01085,5.425
565.2,0.01085,5.425
565.3,0.01086,5.43
565.4,0.01086,5.43
565.5,0.01085,5.425
565.6,0.01085,5.425
565.7,0.01085,5.425
565.8,0.01085,5.425
565.9,0.01085,5.425
566,0.01085,5.425
566.1,0.01085,5.425
566.2,0.01085,5.425
566.3,0.01085,5.425
566.4,0.01085,5.425
566.5,0.01085,5.425
566.6,0.01085,5.425
566.7,0.01085,5.425
566.8,0.01085,5.425
566.9,0.01085,5.425
567,0.01085,5.425
567.1,0.01084,5.42
567.2,0.01084,5.42
567.3,0.01084,5.42
567.4,0.01085,5.425
567.5,0.01085,5.425
567.6,0.01085,5.425
567.7,0.01085,5.425
567.8,0.01084,5.42
567.9,0.01085,5.425
568,0.01084,5.42
568.1,0.01085,5.425
568.2,0.01084,5.42
568.3,0.01085,5.425
568.4,0.01085,5.425
568.5,0.01085,5.425
568.6,0.01085,5.425
568.7,0.01085,5.425
568.8,0.01084,5.42
568.9,0.01084,5.42
569,0.01084,5.42
569.1,0.01084,5.42
569.2,0.01085,5.425
569.3,0.01085,5.425
569.4,0.01085,5.425
569.5,0.01085,5.425
569.6,0.01085,5.425
569.7,0.01085,5.425
569.8,0.01086,5.43
569.9,0.01085,5.425
570,0.01085,5.425
570.1,0.01085,5.425
570.2,0.01085,5.425
570.3,0.01085,5.425
570.4,0.01085,5.425
570.5,0.01085,5.425
570.6,0.01084,5.42
570.7,0.01084,5.42
570.8,0.01084,5.42
570.9,0.01084,5.42
571,0.01084,5.42
571.1,0.01084,5.42
571.2,0.01085,5.425
571.3,0.01085,5.425
571.4,0.01085,5.425
571.5,0.01085,5.425
571.6,0.01085,5.425
571.7,0.01085,5.425
571.8,0.01085,5.425
571.9,0.01085,5.425
572,0.01085,5.425
572.1,0.01085,5.425
572.2,0.01085,5.425
572.3,0.01085,5.425
572.4,0.01085,5.425
572.5,0.01085,5.425
572.6,0.01085,5.425
572.7,0.01085,5.425
572.8,0.01084,5.42
572.9,0.01084,5.42
573,0.01085,5.425
573.1,0.01086,5.43
573.2,0.01086,5.43
573.3,0.01085,5.425
573.4,0.01085,5.425
573.5,0.01085,5.425
573.6,0.01085,5.425
573.7,0.01085,5.425
573.8,0.01084,5.42
573.9,0.01085,5.425
574,0.01085,5.425
574.1,0.01085,5.425
574.2,0.01085,5.425
574.3,0.01086,5.43
574.4,0.01085,5.425
574.5,0.01085,5.425
574.6,0.01085,5.425
574.7,0.01085,5.425
574.8,0.01085,5.425
574.9,0.01085,5.425
575,0.01084,5.42
575.1,0.01085,5.425
575.2,0.01084,5.42
575.3,0.01084,5.42
575.4,0.01084,5.42
575.5,0.01084,5.42
575.6,0.01084,5.42
575.7,0.01085,5.425
575.8,0.01084,5.42
575.9,0.01085,5.425
576,0.01086,5.43
576.1,0.01085,5.425
576.2,0.01086,5.43
576.3,0.01086,5.43
576.4,0.01085,5.425
576.5,0.01085,5.425
576.6,0.01085,5.425
576.7,0.01085,5.425
576.8,0.01085,5.425
576.9,0.01085,5.425
577,0.01085,5.425
577.1,0.01085,5.425
577.2,0.01085,5.425
577.3,0.01085,5.425
577.4,0.01086,5.43
577.5,0.01086,5.43
577.6,0.01086,5.43
577.7,0.01086,5.43
577.8,0.01086,5.43
577.9,0.01085,5.425
578,0.01085,5.425
578.1,0.01086,5.43
578.2,0.01085,5.425
578.3,0.01084,5.42
578.4,0.01085,5.425
578.5,0.01085,5.425
578.6,0.01085,5.425
578.7,0.01085,5.425
578.8,0.01086,5.43
578.9,0.01085,5.425
579,0.01085,5.425
579.1,0.01085,5.425
579.2,0.01085,5.425
579.3,0.01085,5.425
579.4,0.01084,5.42
579.5,0.01084,5.42
579.6,0.01084,5.42
579.7,0.01084,5.42
579.8,0.01085,5.425
579.9,0.01085,5.425
580,0.01085,5.425
580.1,0.01086,5.43
580.2,0.01086,5.43
580.3,0.01085,5.425
580.4,0.01085,5.425
580.5,0.01085,5.425
580.6,0.01085,5.425
580.7,0.01085,5.425
580.8,0.01085,5.425
580.9,0.01085,5.425
581,0.01085,5.425
581.1,0.01085,5.425
581.2,0.01085,5.425
581.3,0.01085,5.425
581.4,0.01085,5.425
581.5,0.01085,5.425
581.6,0.01085,5.425
581.7,0.01084,5.42
581.8,0.01085,5.425
581.9,0.01085,5.425
582,0.01085,5.425
582.1,0.01085,5.425
582.2,0.01084,5.42
582.3,0.01085,5.425
582.4,0.01085,5.425
582.5,0.01085,5.425
582.6,0.01085,5.425
582.7,0.01085,5.425
582.8,0.01084,5.42
582.9,0.01085,5.425
583,0.01084,5.42
583.1,0.01085,5.425
583.2,0.01085,5.425
583.3,0.01085,5.425
583.4,0.01085,5.425
583.5,0.01086,5.43
583.6,0.01085,5.425
583.7,0.01084,5.42
583.8,0.01085,5.425
583.9,0.01085,5.425
584,0.01085,5.425
584.1,0.01085,5.425
584.2,0.01085,5.425
584.3,0.01085,5.425
584.4,0.01085,5.425
584.5,0.01084,5.42
584.6,0.01085,5.425
584.7,0.01086,5.43
584.8,0.01085,5.425
584.9,0.01085,5.425
585,0.01086,5.43
585.1,0.01086,5.43
585.2,0.01085,5.425
585.3,0.01085,5.425
585.4,0.01085,5.425
585.5,0.01085,5.425
585.6,0.01085,5.425
585.7,0.01084,5.42
585.8,0.01085,5.425
585.9,0.01085,5.425
586,0.01085,5.425
586.1,0.01084,5.42
586.2,0.01085,5.425
586.3,0.01086,5.43
586.4,0.01086,5.43
586.5,0.01086,5.43
586.6,0.01086,5.43
586.7,0.01086,5.43
586.8,0.01086,5.43
586.9,0.01085,5.425
587,0.01085,5.425
587.1,0.01085,5.425
587.2,0.01085,5.425
587.3,0.01086,5.43
587.4,0.01085,5.425
587.5,0.01085,5.425
587.6,0.01084,5.42
587.7,0.01085,5.425
587.8,0.01085,5.425
587.9,0.01085,5.425
588,0.01085,5.425
588.1,0.01085,5.425
588.2,0.01085,5.425
588.3,0.01085,5.425
588.4,0.01085,5.425
588.5,0.01085,5.425
588.6,0.01084,5.42
588.7,0.01084,5.42
588.8,0.01084,5.42
588.9,0.01085,5.425
589,0.01085,5.425
589.1,0.01085,5.425
589.2,0.01085,5.425
589.3,0.01085,5.425
589.4,0.01085,5.425
589.5,0.01085,5.425
589.6,0.01085,5.425
589.7,0.01085,5.425
589.8,0.01085,5.425
589.9,0.01086,5.43
590,0.01086,5.43
590.1,0.01085,5.425
590.2,0.01085,5.425
590.3,0.01085,5.425
590.4,0.01085,5.425
590.5,0.01085,5.425
590.6,0.01086,5.43
590.7,0.01086,5.43
590.8,0.01085,5.425
590.9,0.01085,5.425
591,0.01085,5.425
591.1,0.01085,5.425
591.2,0.01086,5.43
591.3,0.01085,5.425
591.4,0.01085,5.425
591.5,0.01085,5.425
591.6,0.01085,5.425
591.7,0.01086,5.43
591.8,0.01085,5.425
591.9,0.01085,5.425
592,0.01085,5.425
592.1,0.01084,5.42
592.2,0.01085,5.425
592.3,0.01085,5.425
592.4,0.01085,5.425
592.5,0.01085,5.425
592.6,0.01085,5.425
592.7,0.01085,5.425
592.8,0.01085,5.425
592.9,0.01084,5.42
593,0.01085,5.425
593.1,0.01086,5.43
593.2,0.01086,5.43
593.3,0.01085,5.425
593.4,0.01085,5.425
593.5,0.01084,5.42
593.6,0.01085,5.425
593.7,0.01085,5.425
593.8,0.01085,5.425
593.9,0.01085,5.425
594,0.01085,5.425
594.1,0.01086,5.43
594.2,0.01086,5.43
594.3,0.01084,5.42
594.4,0.01084,5.42
594.5,0.01085,5.425
594.6,0.01084,5.42
594.7,0.01085,5.425
594.8,0.01084,5.42
594.9,0.01084,5.42
595,0.01084,5.42
595.1,0.01084,5.42
595.2,0.01084,5.42
595.3,0.01084,5.42
595.4,0.01085,5.425
595.5,0.01085,5.425
595.6,0.01084,5.42
595.7,0.01085,5.425
595.8,0.01084,5.42
595.9,0.01085,5.425
596,0.01086,5.43
596.1,0.01086,5.43
596.2,0.01086,5.43
596.3,0.01085,5.425
596.4,0.01085,5.425
596.5,0.01085,5.425
596.6,0.01085,5.425
596.7,0.01085,5.425
596.8,0.01085,5.425
596.9,0.01085,5.425
597,0.01085,5.425
597.1,0.01085,5.425
597.2,0.01085,5.425
597.3,0.01085,5.425
597.4,0.01085,5.425
597.5,0.01084,5.42
597.6,0.01085,5.425
597.7,0.01085,5.425
597.8,0.01085,5.425
597.9,0.01084,5.42
598,0.01085,5.425
598.1,0.01085,5.425
598.2,0.01084,5.42
598.3,0.01084,5.42
598.4,0.01084,5.42
598.5,0.01084,5.42
598.6,0.01084,5.42
598.7,0.01084,5.42
598.8,0.01084,5.42
598.9,0.01084,5.42
599,0.01085,5.425
599.1,0.01085,5.425
599.2,0.01084,5.42
599.3,0.01084,5.42
599.4,0.01084,5.42
599.5,0.01084,5.42
599.6,0.01084,5.42
599.7,0.01085,5.425
599.8,0.01085,5.425
599.9,0.01084,5.42
600,0.01085,5.425
600.1,0.01084,5.42
600.2,0.01085,5.425
600.3,0.01084,5.42
600.4,0.01084,5.42
600.5,0.01085,5.425
600.6,0.01085,5.425
600.7,0.01084,5.42
600.8,0.01084,5.42
600.9,0.01084,5.42
601,0.01084,5.42
601.1,0.01084,5.42
601.2,0.01085,5.425
601.3,0.01085,5.425
601.4,0.01085,5.425
601.5,0.01084,5.42
601.6,0.01085,5.425
601.7,0.01084,5.42
601.8,0.01084,5.42
601.9,0.01084,5.42
602,0.01085,5.425
602.1,0.01085,5.425
602.2,0.01084,5.42
602.3,0.01084,5.42
602.4,0.01084,5.42
602.5,0.01084,5.42
602.6,0.01085,5.425
602.7,0.01085,5.425
602.8,0.01084,5.42
602.9,0.01085,5.425
603,0.01084,5.42
603.1,0.01084,5.42
603.2,0.01084,5.42
603.3,0.01084,5.42
603.4,0.01085,5.425
603.5,0.01084,5.42
603.6,0.01085,5.425
603.7,0.01085,5.425
603.8,0.01085,5.425
603.9,0.01085,5.425
604,0.01085,5.425
604.1,0.01085,5.425
604.2,0.01084,5.42
604.3,0.01084,5.42
604.4,0.01085,5.425
604.5,0.01085,5.425
604.6,0.01084,5.42
604.7,0.01085,5.425
604.8,0.01085,5.425
604.9,0.01085,5.425
605,0.01084,5.42
605.1,0.01084,5.42
605.2,0.01084,5.42
605.3,0.01085,5.425
605.4,0.01085,5.425
605.5,0.01085,5.425
605.6,0.01085,5.425
605.7,0.01085,5.425
605.8,0.01085,5.425
605.9,0.01085,5.425
606,0.01085,5.425
606.1,0.01085,5.425
606.2,0.01085,5.425
606.3,0.01085,5.425
606.4,0.01084,5.42
606.5,0.01085,5.425
606.6,0.01085,5.425
606.7,0.01085,5.425
606.8,0.01084,5.42
606.9,0.01084,5.42
607,0.01084,5.42
607.1,0.01084,5.42
607.2,0.01085,5.425
607.3,0.01085,5.425
607.4,0.01085,5.425
607.5,0.01084,5.42
607.6,0.01084,5.42
607.7,0.01084,5.42
607.8,0.01085,5.425
607.9,0.01085,5.425
608,0.01085,5.425
608.1,0.01084,5.42
608.2,0.01084,5.42
608.3,0.01084,5.42
608.4,0.01084,5.42
608.5,0.01084,5.42
608.6,0.01084,5.42
608.7,0.01085,5.425
608.8,0.01085,5.425
608.9,0.01085,5.425
609,0.01085,5.425
609.1,0.01085,5.425
609.2,0.01085,5.425
609.3,0.01084,5.42
609.4,0.01084,5.42
609.5,0.01084,5.42
609.6,0.01085,5.425
609.7,0.01085,5.425
609.8,0.01085,5.425
609.9,0.01085,5.425
610,0.01085,5.425
610.1,0.01085,5.425
610.2,0.01085,5.425
610.3,0.01084,5.42
610.4,0.01084,5.42
610.5,0.01085,5.425
610.6,0.01085,5.425
610.7,0.01084,5.42
610.8,0.01084,5.42
610.9,0.01085,5.425
611,0.01085,5.425
611.1,0.01084,5.42
611.2,0.01084,5.42
611.3,0.01085,5.425
611.4,0.01085,5.425
611.5,0.01085,5.425
611.6,0.01085,5.425
611.7,0.01085,5.425
611.8,0.01085,5.425
611.9,0.01085,5.425
612,0.01085,5.425
612.1,0.01085,5.425
612.2,0.01085,5.425
612.3,0.01085,5.425
612.4,0.01085,5.425
612.5,0.01085,5.425
612.6,0.01085,5.425
612.7,0.01085,5.425
612.8,0.01085,5.425
612.9,0.01085,5.425
613,0.01085,5.425
613.1,0.01085,5.425
613.2,0.01086,5.43
613.3,0.01085,5.425
613.4,0.01085,5.425
613.5,0.01085,5.425
613.6,0.01085,5.425
613.7,0.01085,5.425
613.8,0.01084,5.42
613.9,0.01084,5.42
614,0.01085,5.425
614.1,0.01085,5.425
614.2,0.01085,5.425
614.3,0.01085,5.425
614.4,0.01085,5.425
614.5,0.01085,5.425
614.6,0.01085,5.425
614.7,0.01084,5.42
614.8,0.01085,5.425
614.9,0.01084,5.42
615,0.01085,5.425
615.1,0.01085,5.425
615.2,0.01085,5.425
615.3,0.01085,5.425
615.4,0.01084,5.42
615.5,0.01084,5.42
615.6,0.01084,5.42
615.7,0.01084,5.42
615.8,0.01084,5.42
615.9,0.01084,5.42
616,0.01084,5.42
616.1,0.01085,5.425
616.2,0.01084,5.42
616.3,0.01084,5.42
616.4,0.01084,5.42
616.5,0.01084,5.42
616.6,0.01084,5.42
616.7,0.01084,5.42
616.8,0.01084,5.42
616.9,0.01084,5.42
617,0.01084,5.42
617.1,0.01084,5.42
617.2,0.01084,5.42
617.3,0.01084,5.42
617.4,0.01084,5.42
617.5,0.01084,5.42
617.6,0.01083,5.415
617.7,0.01084,5.42
617.8,0.01084,5.42
617.9,0.01084,5.42
618,0.01084,5.42
618.1,0.01085,5.425
618.2,0.01084,5.42
618.3,0.01084,5.42
618.4,0.01084,5.42
618.5,0.01084,5.42
618.6,0.01084,5.42
618.7,0.01084,5.42
618.8,0.01084,5.42
618.9,0.01084,5.42
619,0.01085,5.425
619.1,0.01084,5.42
619.2,0.01084,5.42
619.3,0.01084,5.42
619.4,0.01084,5.42
619.5,0.01083,5.415
619.6,0.01083,5.415
619.7,0.01084,5.42
619.8,0.01084,5.42
619.9,0.01084,5.42
620,0.01085,5.425
620.1,0.01084,5.42
620.2,0.01084,5.42
620.3,0.01084,5.42
620.4,0.01084,5.42
620.5,0.01084,5.42
620.6,0.01085,5.425
620.7,0.01085,5.425
620.8,0.01085,5.425
620.9,0.01084,5.42
621,0.01084,5.42
621.1,0.01084,5.42
621.2,0.01085,5.425
621.3,0.01085,5.425
621.4,0.01086,5.43
621.5,0.01086,5.43
621.6,0.01085,5.425
621.7,0.01085,5.425
621.8,0.01085,5.425
621.9,0.01085,5.425
622,0.01085,5.425
622.1,0.01085,5.425
622.2,0.01084,5.42
622.3,0.01084,5.42
622.4,0.01084,5.42
622.5,0.01084,5.42
622.6,0.01085,5.425
622.7,0.01085,5.425
622.8,0.01085,5.425
622.9,0.01085,5.425
623,0.01085,5.425
623.1,0.01084,5.42
623.2,0.01085,5.425
623.3,0.01085,5.425
623.4,0.01085,5.425
623.5,0.01085,5.425
623.6,0.01085,5.425
623.7,0.01085,5.425
623.8,0.01085,5.425
623.9,0.01085,5.425
624,0.01085,5.425
624.1,0.01085,5.425
624.2,0.01085,5.425
624.3,0.01085,5.425
624.4,0.01085,5.425
624.5,0.01084,5.42
624.6,0.01085,5.425
624.7,0.01085,5.425
624.8,0.01084,5.42
624.9,0.01085,5.425
625,0.01085,5.425
625.1,0.01085,5.425
625.2,0.01085,5.425
625.3,0.01085,5.425
625.4,0.01084,5.42
625.5,0.01085,5.425
625.6,0.01084,5.42
625.7,0.01085,5.425
625.8,0.01084,5.42
625.9,0.01084,5.42
626,0.01084,5.42
626.1,0.01085,5.425
626.2,0.01085,5.425
626.3,0.01085,5.425
626.4,0.01085,5.425
626.5,0.01084,5.42
626.6,0.01084,5.42
626.7,0.01084,5.42
626.8,0.01085,5.425
626.9,0.01085,5.425
627,0.01084,5.42
627.1,0.01085,5.425
627.2,0.01085,5.425
627.3,0.01084,5.42
627.4,0.01085,5.425
627.5,0.01084,5.42
627.6,0.01084,5.42
627.7,0.01084,5.42
627.8,0.01084,5.42
627.9,0.01084,5.42
628,0.01083,5.415
628.1,0.01084,5.42
628.2,0.01084,5.42
628.3,0.01084,5.42
628.4,0.01085,5.425
628.5,0.01085,5.425
628.6,0.01086,5.43
628.7,0.01085,5.425
628.8,0.01085,5.425
628.9,0.01085,5.425
629,0.01085,5.425
629.1,0.01085,5.425
629.2,0.01085,5.425
629.3,0.01085,5.425
629.4,0.01085,5.425
629.5,0.01085,5.425
629.6,0.01085,5.425
629.7,0.01085,5.425
629.8,0.01086,5.43
629.9,0.01085,5.425
630,0.01085,5.425
630.1,0.01085,5.425
630.2,0.01085,5.425
630.3,0.01084,5.42
630.4,0.01085,5.425
630.5,0.01085,5.425
630.6,0.01085,5.425
630.7,0.01085,5.425
630.8,0.01085,5.425
630.9,0.01084,5.42
631,0.01085,5.425
631.1,0.01085,5.425
631.2,0.01085,5.425
631.3,0.01084,5.42
631.4,0.01084,5.42
631.5,0.01085,5.425
631.6,0.01085,5.425
631.7,0.01084,5.42
631.8,0.01084,5.42
631.9,0.01084,5.42
632,0.01084,5.42
632.1,0.01084,5.42
632.2,0.01084,5.42
632.3,0.01084,5.42
632.4,0.01085,5.425
632.5,0.01084,5.42
632.6,0.01085,5.425
632.7,0.01085,5.425
632.8,0.01084,5.42
632.9,0.01084,5.42
633,0.01085,5.425
633.1,0.01086,5.43
633.2,0.01086,5.43
633.3,0.01086,5.43
633.4,0.01086,5.43
633.5,0.01085,5.425
633.6,0.01085,5.425
633.7,0.01085,5.425
633.8,0.01085,5.425
633.9,0.01085,5.425
634,0.01085,5.425
634.1,0.01085,5.425
634.2,0.01085,5.425
634.3,0.01085,5.425
634.4,0.01085,5.425
634.5,0.01085,5.425
634.6,0.01085,5.425
634.7,0.01085,5.425
634.8,0.01085,5.425
634.9,0.01086,5.43
635,0.01085,5.425
635.1,0.01085,5.425
635.2,0.01085,5.425
635.3,0.01085,5.425
635.4,0.01085,5.425
635.5,0.01085,5.425
635.6,0.01085,5.425
635.7,0.01085,5.425
635.8,0.01085,5.425
635.9,0.01084,5.42
636,0.01084,5.42
636.1,0.01085,5.425
636.2,0.01085,5.425
636.3,0.01085,5.425
636.4,0.01085,5.425
636.5,0.01085,5.425
636.6,0.01085,5.425
636.7,0.01085,5.425
636.8,0.01085,5.425
636.9,0.01085,5.425
637,0.01084,5.42
637.1,0.01085,5.425
637.2,0.01084,5.42
637.3,0.01084,5.42
637.4,0.01084,5.42
637.5,0.01085,5.425
637.6,0.01084,5.42
637.7,0.01085,5.425
637.8,0.01085,5.425
637.9,0.01084,5.42
638,0.01085,5.425
638.1,0.01085,5.425
638.2,0.01085,5.425
638.3,0.01084,5.42
638.4,0.01084,5.42
638.5,0.01085,5.425
638.6,0.01085,5.425
638.7,0.01085,5.425
638.8,0.01086,5.43
638.9,0.01085,5.425
639,0.01084,5.42
639.1,0.01085,5.425
639.2,0.01085,5.425
639.3,0.01085,5.425
639.4,0.01084,5.42
639.5,0.01085,5.425
639.6,0.01085,5.425
639.7,0.01085,5.425
639.8,0.01085,5.425
639.9,0.01085,5.425
640,0.01085,5.425
640.1,0.01085,5.425
640.2,0.01085,5.425
640.3,0.01084,5.42
640.4,0.01084,5.42
640.5,0.01084,5.42
640.6,0.01085,5.425
640.7,0.01086,5.43
640.8,0.01085,5.425
640.9,0.01085,5.425
641,0.01085,5.425
641.1,0.01085,5.425
641.2,0.01085,5.425
641.3,0.01085,5.425
641.4,0.01084,5.42
641.5,0.01085,5.425
641.6,0.01085,5.425
641.7,0.01085,5.425
641.8,0.01085,5.425
641.9,0.01085,5.425
642,0.01085,5.425
642.1,0.01085,5.425
642.2,0.01085,5.425
642.3,0.01085,5.425
642.4,0.01084,5.42
642.5,0.01084,5.42
642.6,0.01084,5.42
642.7,0.01084,5.42
642.8,0.01085,5.425
642.9,0.01085,5.425
643,0.01085,5.425
643.1,0.01085,5.425
643.2,0.01085,5.425
643.3,0.01085,5.425
643.4,0.01085,5.425
643.5,0.01085,5.425
643.6,0.01085,5.425
643.7,0.01085,5.425
643.8,0.01085,5.425
643.9,0.01085,5.425
644,0.01085,5.425
644.1,0.01085,5.425
644.2,0.01085,5.425
644.3,0.01084,5.42
644.4,0.01084,5.42
644.5,0.01084,5.42
644.6,0.01085,5.425
644.7,0.01085,5.425
644.8,0.01085,5.425
644.9,0.01085,5.425
645,0.01085,5.425
645.1,0.01084,5.42
645.2,0.01084,5.42
645.3,0.01085,5.425
645.4,0.01085,5.425
645.5,0.01085,5.425
645.6,0.01086,5.43
645.7,0.01085,5.425
645.8,0.01085,5.425
645.9,0.01084,5.42
646,0.01084,5.42
646.1,0.01085,5.425
646.2,0.01085,5.425
646.3,0.01084,5.42
646.4,0.01086,5.43
646.5,0.01085,5.425
646.6,0.01085,5.425
646.7,0.01085,5.425
646.8,0.01085,5.425
646.9,0.01085,5.425
647,0.01085,5.425
647.1,0.01085,5.425
647.2,0.01085,5.425
647.3,0.01085,5.425
647.4,0.01085,5.425
647.5,0.01085,5.425
647.6,0.01086,5.43
647.7,0.01085,5.425
647.8,0.01085,5.425
647.9,0.01085,5.425
648,0.01086,5.43
648.1,0.01086,5.43
648.2,0.01085,5.425
648.3,0.01085,5.425
648.4,0.01085,5.425
648.5,0.01085,5.425
648.6,0.01085,5.425
648.7,0.01085,5.425
648.8,0.01086,5.43
648.9,0.01085,5.425
649,0.01085,5.425
649.1,0.01086,5.43
649.2,0.01085,5.425
649.3,0.01085,5.425
649.4,0.01085,5.425
649.5,0.01085,5.425
649.6,0.01084,5.42
649.7,0.01085,5.425
649.8,0.01084,5.42
649.9,0.01084,5.42
650,0.01084,5.42
650.1,0.01084,5.42
650.2,0.01084,5.42
650.3,0.01085,5.425
650.4,0.01084,5.42
650.5,0.01085,5.425
650.6,0.01085,5.425
650.7,0.01085,5.425
650.8,0.01084,5.42
650.9,0.01085,5.425
651,0.01085,5.425
651.1,0.01085,5.425
651.2,0.01084,5.42
651.3,0.01084,5.42
651.4,0.01084,5.42
651.5,0.01084,5.42
651.6,0.01085,5.425
651.7,0.01086,5.43
651.8,0.01085,5.425
651.9,0.01085,5.425
652,0.01085,5.425
652.1,0.01084,5.42
652.2,0.01085,5.425
652.3,0.01085,5.425
652.4,0.01085,5.425
652.5,0.01085,5.425
652.6,0.01085,5.425
652.7,0.01085,5.425
652.8,0.01085,5.425
652.9,0.01084,5.42
653,0.01085,5.425
653.1,0.01085,5.425
653.2,0.01085,5.425
653.3,0.01085,5.425
653.4,0.01085,5.425
653.5,0.01084,5.42
653.6,0.01084,5.42
653.7,0.01084,5.42
653.8,0.01085,5.425
653.9,0.01085,5.425
654,0.01085,5.425
654.1,0.01084,5.42
654.2,0.01084,5.42
654.3,0.01084,5.42
654.4,0.01084,5.42
654.5,0.01084,5.42
654.6,0.01084,5.42
654.7,0.01084,5.42
654.8,0.01084,5.42
654.9,0.01084,5.42
655,0.01084,5.42
655.1,0.01084,5.42
655.2,0.01084,5.42
655.3,0.01084,5.42
655.4,0.01084,5.42
655.5,0.01084,5.42
655.6,0.01085,5.425
655.7,0.01085,5.425
655.8,0.01085,5.425
655.9,0.01084,5.42
656,0.01084,5.42
656.1,0.01085,5.425
656.2,0.01085,5.425
656.3,0.01085,5.425
656.4,0.01085,5.425
656.5,0.01084,5.42
656.6,0.01084,5.42
656.7,0.01084,5.42
656.8,0.01085,5.425
656.9,0.01085,5.425
657,0.01085,5.425
657.1,0.01085,5.425
657.2,0.01084,5.42
657.3,0.01084,5.42
657.4,0.01085,5.425
657.5,0.01085,5.425
657.6,0.01085,5.425
657.7,0.01085,5.425
657.8,0.01085,5.425
657.9,0.01084,5.42
658,0.01083,5.415
658.1,0.01083,5.415
658.2,0.01083,5.415
658.3,0.01083,5.415
658.4,0.01084,5.42
658.5,0.01083,5.415
658.6,0.01083,5.415
658.7,0.01084,5.42
658.8,0.01084,5.42
658.9,0.01084,5.42
659,0.01084,5.42
659.1,0.01083,5.415
659.2,0.01084,5.42
659.3,0.01083,5.415
659.4,0.01084,5.42
659.5,0.01084,5.42
659.6,0.01085,5.425
659.7,0.01084,5.42
659.8,0.01084,5.42
659.9,0.01084,5.42
660,0.01084,5.42
660.1,0.01084,5.42
660.2,0.01084,5.42
660.3,0.01084,5.42
660.4,0.01084,5.42
660.5,0.01084,5.42
660.6,0.01085,5.425
660.7,0.01084,5.42
660.8,0.01084,5.42
660.9,0.01084,5.42
661,0.01085,5.425
661.1,0.01085,5.425
661.2,0.01085,5.425
661.3,0.01085,5.425
661.4,0.01085,5.425
661.5,0.01084,5.42
661.6,0.01084,5.42
661.7,0.01084,5.42
661.8,0.01084,5.42
661.9,0.01084,5.42
662,0.01084,5.42
662.1,0.01084,5.42
662.2,0.01084,5.42
662.3,0.01084,5.42
662.4,0.01085,5.425
662.5,0.01085,5.425
662.6,0.01085,5.425
662.7,0.01084,5.42
662.8,0.01085,5.425
662.9,0.01085,5.425
663,0.01084,5.42
663.1,0.01084,5.42
663.2,0.01084,5.42
663.3,0.01084,5.42
663.4,0.01084,5.42
663.5,0.01084,5.42
663.6,0.01084,5.42
663.7,0.01084,5.42
663.8,0.01085,5.425
663.9,0.01084,5.42
664,0.01084,5.42
664.1,0.01084,5.42
664.2,0.01084,5.42
664.3,0.01084,5.42
664.4,0.01083,5.415
664.5,0.01083,5.415
664.6,0.01084,5.42
664.7,0.01084,5.42
664.8,0.01084,5.42
664.9,0.01084,5.42
665,0.01083,5.415
665.1,0.01084,5.42
665.2,0.01083,5.415
